Blog	almost	recorded	already	baby	mentioned	hope	place	smith	star	found	online	era	full	concert	video	quality	considering	underground	small	club	ago	review	similar	style	acoustic	sound	become	catalog	plus	fact	recording	heavy	sometimes	thus	fans	particularly	enjoy	previously	doors	velvet	influences	covers	summer	appeared	early	recordings	list	interesting	includes	including	favorites	machine	power	soul	include	ghost	blue	cover	moon	soon	couple	least	run	high	school	women	history	month	should	playing	above	warm	addition	solo	career	death	drummer	member	outside	david	late	gold	remains	favorite	young	lp	girl	entirely	female	artists	eventually	entire	moment	continue	single	tell	why	b	alt	having	quite	featured	artist	turns	version	popular	real	surprise	indeed	stay	pretty	close	gives	prior	sure	limited	sonic	youth	forgotten	realized	recently	mostly	split	sea	everyone	college	certainly	knew	major	label	release	bought	previous	enjoyed	wasn	until	later	learned	story	magazine	cool	j	part	finding	space	hip	hop	e	g	guy	control	woman	course	filled	walking	play	radio	features	felt	fair	goes	public	studio	enough	official	versions	available	queen	king	scene	fear	planet	bad	post	stars	probably	true	mention	n	roll	name	despite	successful	liked	either	whole	original	released	kinda	stupid	past	pop	punk	behind	bit	self	titled	records	title	changed	art	tracks	success	subject	ultimate	record	labels	nothing	due	former	remember	bill	copy	somewhere	anyway	respect	setting	follow	fellow	instead	look	someone	awesome	perhaps	nature	special	track	third	such	recall	getting	played	might	important	growing	during	role	otherwise	male	genre	unfortunately	starting	guitarist	second	started	family	total	took	lot	followed	longer	saw	gave	definitely	given	chance	slow	children	arrived	false	reasons	earlier	week	thinking	local	jazz	giving	metal	scott	others	internet	able	piece	together	vocals	drums	steve	bass	says	guitar	class	none	whom	tone	went	beach	thought	jam	happened	famous	head	moved	san	further	though	places	south	page	featuring	looks	store	california	source	screen	top	seeing	bands	audience	lucky	ep	said	received	demo	tape	particular	clearly	sounds	alternative	reference	maybe	funk	less	exactly	pre	isn	using	kick	feature	thanks	pull	anyone	else	help	please	entry	bonus	link	party	although	nearly	died	haven	heard	him	player	van	joe	al	reason	ass	bob	saying	effect	understand	asked	whatever	sent	search	force	disc	became	clear	didn	low	grew	picked	o	u	fully	strong	period	done	worse	musical	hit	weird	won	written	regular	em	mystery	final	note	prince	die	super	gone	game	especially	care	justin	reviews	mixed	lost	vs	free	funny	brought	performance	seemed	fine	bar	truly	leading	event	apparently	plan	via	used	called	idea	singing	rain	looked	giant	bed	april	ok	revolution	likely	seen	times	actually	latter	film	minutes	midnight	state	created	beginning	cold	war	human	once	closer	themes	seems	words	dance	tune	kind	gun	lyrics	road	fast	living	classic	missed	animal	taylor	six	weeks	five	various	singles	leave	honest	leaving	aren	sleep	albums	ran	instrumental	focus	slightly	memory	actual	wrong	doesn	matter	nice	dave	support	excellent	four	kiss	sister	does	three	mine	singer	friends	lead	hand	image	glad	noticed	example	members	involved	different	projects	c	f	fire	eye	driving	meaning	future	need	brian	voice	billy	overall	huge	fan	dream	nostalgia	each	today	etc	terms	interview	discovered	talking	crazy	mean	debut	biggest	sun	bottom	across	case	tour	com	r	p	february	blues	hard	rhythm	co	wrote	brother	memorable	riffs	produced	impressive	choose	mark	passing	difficult	hell	enjoyable	memories	robert	dirty	cheap	yet	perfectly	essentially	appeal	talk	occasionally	often	wonder	decided	sex	continues	bassist	williams	line	opening	rare	suppose	feels	surprised	material	held	production	raw	result	appreciate	vision	sad	martin	eric	ain	thomas	tom	half	process	influenced	within	relationship	several	vinyl	rest	mix	return	journey	ultimately	sings	god	coming	months	completely	covered	shared	rise	fall	itself	everything	ended	team	working	hearing	speaking	posted	h	oh	child	shame	jr	known	without	doubt	inspired	below	absolute	makes	perfect	sense	turn	movie	john	songwriter	weekend	seem	appear	necessarily	compared	point	change	finally	simple	rather	videos	guess	type	collection	th	date	amazing	birthday	experience	pay	spend	room	content	inside	streets	sign	number	shows	brothers	drum	green	dead	angry	johnny	hello	character	book	leaves	possible	listened	mid	british	heads	gonna	burning	keep	under	faith	wave	screaming	laid	among	complete	myself	weren	sweet	spot	breaking	began	helped	age	missing	common	step	basically	knowing	lives	whether	yourself	listen	word	read	rolling	stone	greatest	realize	interested	told	scenes	obvious	highlight	american	tired	anything	obviously	appropriate	means	message	cd	influence	double	per	sides	consider	turned	quickly	impossible	stands	alone	sounding	unlike	dark	soundtrack	somehow	worth	son	wait	business	recent	kids	details	themselves	voices	city	hotel	interest	knows	contemporary	deal	lyrical	brief	mouth	positive	critical	area	sees	comes	york	himself	simply	learn	reading	energy	talent	edge	town	based	considered	performing	left	boy	events	response	lose	credit	psychedelic	formed	fell	releases	following	believe	writing	system	stop	ask	met	christmas	news	immediately	folk	country	falling	share	serious	front	chris	passed	possibly	pearl	friend	put	cash	higher	trip	national	march	project	travel	start	pm	welcome	meeting	looking	issues	social	media	feeling	community	understanding	present	heat	showing	grand	nation	million	wilson	face	imagine	digital	https	use	rough	cannot	michael	nick	directly	w	beautiful	watching	flow	staying	literally	l	november	v	hate	attempt	culture	range	daily	car	images	brilliant	research	experiences	political	university	center	open	notes	currently	attack	intro	sold	bright	incredible	presence	act	exist	english	language	england	heavily	view	window	mirror	exciting	personal	thoughts	powerful	western	specific	middle	east	complex	lack	white	familiar	minute	points	computer	google	cat	pictures	dj	shadow	appears	happens	girls	society	results	against	seemingly	basic	presented	decision	making	must	st	easily	traditional	check	doing	job	jeff	youtube	air	focused	upcoming	learning	hear	site	meant	paper	series	included	except	modern	whose	brings	performed	jay	stuff	names	hands	short	order	wonderful	visual	stand	taking	stories	tv	send	ideas	conversation	ground	money	watch	building	aware	proper	definitions	gets	key	ex	folks	bridge	issue	incredibly	towards	absolutely	question	built	changing	intended	emotions	website	approach	cut	daughter	standing	water	phone	press	nine	main	thank	add	notice	problem	deep	count	account	perform	non	ourselves	generally	uk	pt	tried	save	cause	blog	however	silent	opened	http	happening	ways	becomes	guest	introduced	acts	service	expect	form	x	en	www	certain	test	happen	added	general	taken	falls	showed	action	wanted	sets	level	usually	running	length	lines	path	de	sat	mode	block	along	july	try	download	lived	somewhat	pulled	wall	street	follows	buy	willing	visit	current	unique	string	stood	changes	font	named	ability	starts	join	works	lower	losing	kept	ten	january	create	unless	office	described	announced	alex	dan	august	closing	ahead	george	lovely	catch	wide	natural	latest	quick	brown	dog	easy	latin	la	figure	random	group	choice	massive	large	describe	build	returned	highly	upon	october	base	extra	broken	june	fourth	forward	table	padding	originally	needs	becoming	red	box	write	listener	parent	needed	stage	fairly	usual	ready	k	pick	seven	spring	concept	venue	london	jones	paul	wife	miss	tomorrow	slowly	secret	station	creating	hours	areas	eight	excited	takes	esque	lies	attention	posts	boss	answer	peace	wants	america	wake	call	margin	y	size	near	multiple	normal	questions	company	states	background	suggest	chorus	theater	west	reed	moments	roots	wouldn	opportunity	hold	pain	fight	joy	evening	morning	recommend	church	standard	beyond	worked	joined	september	generation	bigger	aside	daniel	amount	statement	yes	telling	goal	photos	los	books	managed	effort	solid	moving	person	facebook	plane	steps	click	wish	corner	creates	pagination	nowhere	trying	problems	reach	loss	mind	keeps	earth	atmosphere	surprisingly	offer	floor	hour	explain	move	moves	volume	noise	straight	eyes	color	therefore	begin	cross	field	door	frank	truth	putting	meet	television	electronic	elements	north	plays	body	miles	led	texas	james	highlights	onto	sort	forest	magic	richard	creative	reality	glass	throughout	century	shirt	direction	spent	pieces	touch	lee	wedding	ice	escape	hidden	theme	anti	light	tree	likes	proud	wearing	shoes	drinking	plenty	drink	bring	father	mother	grow	master	food	photo	picture	friday	mary	instantly	endless	speak	passion	anymore	walk	fresh	men	ryan	dreams	herself	eat	listening	dancing	apart	whenever	strings	ones	older	fit	leads	land	wild	forever	jason	jim	lyric	beats	yellow	beatles	hey	shop	lou	ends	backing	tunes	compilation	jackson	epic	sounded	park	ride	train	festival	boys	beauty	waves	sunday	teenage	odd	terrible	feelings	stuck	loved	alice	decade	keeping	remembered	seriously	favourite	valley	forget	hot	cast	charlie	price	calling	pixies	okay	dropped	island	gig	universe	subtle	genius	minor	chords	seat	guitars	loves	fun	quiet	sorry	strange	crowd	indie	rush	alive	loud	pleasure	pressure	ears	ha	admit	watched	break	emotional	emotion	childhood	killer	puts	soft	opener	jesus	chain	rose	cry	kicks	constantly	del	caught	tiny	pure	snow	beat	hearts	fantastic	dear	hits	fucking	sit	duo	finish	lonely	inner	fuck	holiday	plastic	bear	suddenly	hall	alright	shot	tears	poor	begins	camera	electric	lots	spirit	extremely	boring	sitting	sheer	stopped	drive	surface	mess	hair	coast	twice	nobody	horror	musician	trio	synth	movies	damn	hi	yeah	everybody	trouble	guys	forth	jack	producer	industry	mike	couldn	totally	agree	finished	wanna	walked	trees	section	devil	waiting	desire	radiohead	ray	arms	kill	performances	promise	dad	pool	parents	born	silence	situation	shit	parts	skin	twin	silly	round	brain	mr	lady	punch	pass	hang	ocean	golden	glory	worst	fi	bus	mso	tstyle	para	orphan	ascii	hansi	compelling	bowie	calls	hadn	bunch	honestly	mom	luck	kid	freedom	throw	holy	salt	lake	tend	weather	gang	playlist	rip	ending	sky	village	clean	cuts	fly	dylan	verse	murder	rich	blood	fame	drugs	sing	mood	square	peter	smile	river	hill	win	flying	piano	phoenix	remix	musicians	instruments	taste	pink	worthy	german	horse	goodbye	empty	drop	turning	catchy	songwriting	decent	groove	writer	melody	ear	wire	holding	coffee	dig	brand	vibe	unknown	lights	dude	cute	davis	blind	feet	stones	winter	heaven	melodic	loving	wind	tonight	season	perfection	melodies	monday	hook	vocal	storm	wolf	birds	electro
F-Measure	2	4	3	9	7	7	3	14	13	7	2	3	6	7	24	3	2	5	3	1	12	17	4	4	2	17	1	4	2	2	1	7	2	1	3	2	4	3	3	2	1	4	4	3	21	6	1	4	2	1	1	3	3	6	1	1	3	11	2	1	2	5	1	6	3	7	7	7	10	6	3	2	3	5	7	4	3	8	1	3	9	4	6	7	7	76	5	1	5	3	3	4	1	2	15	7	12	2	4	3	5	2	1	1	21	5	3	1	1	2	10	1	1	3	8	1	6	6	11	2	10	6	4	1	3	7	9	3	1	1	7	4	5	3	6	7	7	6	8	1	5	3	5	1	3	1	1	8	9	1	4	8	6	3	1	3	8	3	1	1	1	1	7	3	5	2	1	1	2	2	1	1	15	11	1	11	2	3	6	7	4	4	3	3	2	3	5	12	1	1	2	4	4	2	6	8	4	5	4	2	1	6	4	1	1	8	1	2	2	2	8	2	4	2	1	1	1	1	2	9	2	2	2	9	1	2	2	3	5	4	1	3	8	2	1	7	1	3	1	2	5	1	5	4	3	2	4	1	6	1	1	5	1	3	2	1	3	1	1	9	2	2	5	3	1	5	2	19	6	2	1	1	1	8	1	1	2	2	5	4	1	1	1	1	5	3	6	2	2	1	2	1	1	2	3	1	1	1	2	2	3	2	2	2	3	1	8	1	1	14	1	2	4	5	1	3	4	1	2	4	1	5	1	2	3	1	4	5	1	1	1	3	1	1	3	9	7	2	8	4	11	3	9	6	1	2	1	3	2	2	9	1	1	1	1	1	1	1	2	1	2	3	7	2	2	1	2	5	1	3	2	3	1	3	6	1	6	2	2	3	1	6	4	8	3	3	1	2	3	3	4	1	1	2	1	1	3	1	1	1	2	1	2	1	3	2	1	3	3	1	1	5	5	1	1	1	2	1	1	1	4	3	6	2	1	11	7	1	1	3	1	3	2	5	1	1	2	1	1	1	2	1	11	3	2	5	4	2	1	3	1	2	3	1	7	1	1	3	2	1	2	1	1	1	2	1	2	1	7	2	1	1	4	1	5	1	1	3	4	1	2	4	2	8	3	1	1	4	2	2	3	1	1	2	3	5	3	1	1	3	3	2	6	1	1	3	10	3	1	5	3	2	1	2	2	1	2	4	2	2	1	2	1	2	1	1	2	1	2	5	2	1	1	2	2	2	1	1	4	6	7	2	3	2	1	5	2	5	2	1	1	2	1	3	1	1	3	1	2	3	2	1	2	1	1	1	2	6	2	1	1	1	1	1	2	7	1	9	3	6	1	1	2	1	7	4	5	3	1	1	1	1	1	1	2	2	2	3	2	1	1	3	4	1	1	2	1	2	1	1	1	1	7	2	1	5	1	2	3	1	1	3	1	1	1	1	1	1	1	1	2	2	4	1	2	1	1	1	3	1	4	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	8	1	1	6	1	1	2	2	7	1	1	1	1	1	1	1	2	1	3	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	3	1	1	1	1	1	1	5	1	2	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Web Science and Digital Libraries Research Group	10	9	13	1	13	6	10	9	0	45	36	7	10	0	23	7	3	0	8	6	2	3	11	15	0	0	8	0	0	8	13	1	4	11	5	3	2	7	0	0	0	3	7	4	11	1	30	10	11	19	0	20	9	0	15	0	1	5	1	4	2	4	23	10	6	32	14	10	35	1	22	0	8	0	6	0	0	15	3	1	4	1	3	1	0	0	3	2	2	3	4	6	3	8	12	2	19	32	1	13	6	5	0	1	43	9	16	0	11	2	0	9	9	3	9	7	0	0	3	0	4	4	0	0	3	6	0	2	6	3	4	2	14	5	1	7	6	8	42	0	1	9	26	8	2	0	1	41	54	1	9	1	15	0	1	6	0	9	1	6	3	30	1	6	3	3	47	0	1	0	3	0	3	25	0	2	15	1	9	1	16	2	5	2	6	1	14	8	0	0	12	1	0	2	7	4	1	12	7	11	5	2	3	2	0	15	2	3	15	5	3	2	5	0	0	2	7	7	2	15	7	4	2	4	4	7	8	6	53	4	5	0	20	23	3	21	9	3	3	0	6	2	0	27	23	2	7	6	12	6	8	4	12	2	23	2	1	2	2	6	3	7	0	4	15	0	3	0	3	14	77	15	3	1	0	0	0	0	9	0	23	8	0	0	4	0	8	0	3	0	1	1	6	21	17	1	1	170	1	1	7	1	16	6	21	6	0	6	1	0	5	3	12	0	10	1	1	4	13	1	0	9	1	7	3	114	0	16	8	2	3	5	33	3	2	0	42	1	9	1	1	0	2	3	2	9	0	13	10	0	0	3	4	10	4	0	12	39	5	0	7	5	4	6	2	0	6	22	3	0	7	11	0	0	2	0	6	11	5	6	0	16	18	0	0	3	2	9	12	5	24	3	0	10	7	8	0	2	5	0	0	1	1	3	15	1	4	14	63	7	10	0	0	7	0	0	2	1	4	6	9	15	6	3	1	4	1	9	27	2	1	3	15	13	0	2	4	7	1	0	2	1	0	0	2	1	0	6	0	1	3	1	6	17	0	4	0	4	4	0	0	3	0	37	1	19	13	4	4	5	5	0	18	4	7	0	2	31	29	0	0	0	6	10	41	4	0	52	16	3	68	10	30	63	1	1	0	9	14	22	2	0	0	2	2	3	3	0	56	5	13	5	3	8	9	2	1	0	1	2	6	10	20	0	183	31	26	10	0	8	0	65	4	0	0	0	4	1	7	7	0	10	0	0	1	0	0	0	7	0	9	1	41	0	16	1	12	0	2	0	2	36	3	0	1	0	2	3	5	2	0	21	2	1	0	14	1	0	0	0	2	41	0	11	3	16	0	14	0	25	5	3	0	0	7	4	8	8	7	5	8	7	5	3	8	10	2	3	3	10	1	0	0	1	4	19	0	3	34	5	13	1	3	2	1	9	0	0	1	9	5	7	12	18	11	18	13	8	1	18	25	13	60	6	0	20	3	0	0	115	11	1	6	39	24	0	0	2	1	0	0	0	3	9	0	17	0	1	0	0	1	0	5	10	0	0	0	0	4	11	1	0	0	1	0	10	1	8	23	3	28	0	1	6	5	5	1	2	15	0	0	0	2	7	1	0	2	2	5	0	4	0	2	12	4	9	0	2	20	1	6	1	2	1	0	3	0	5	1	0	0	6	0	0	3	14	3	5	5	2	1	1	14	0	4	2	0	3	0	4	3	7	1	7	10	0	6	9	5	1	2	2	0	40	12	3	10	0	11	32	1	0	0	0	1	1	27	6	7	18	5	4	3	0	58	6	0	2	0	9	0	7	0	5	2	0	5	7	0	7	13	16	94	44	6	15	6	3	27	11	17	74	50	1	27	4	13	3	13	3	3	6	2	4	2	55	123	65	2	9	28	3	4	12	2	5	4	2	1	17	27	18	4	2	6	6	4	1	22	1	53	6	4	56	6	14	14	10	5	1	1	1	5	5	2	5	33	92	1	4	20	2	2	2	14	3	4	4	14	5	1	3	4	7	4	4	8	22	38	1	2	3	3	4	4	7	5	21	6	1	2	52	5	15	16	4	4	3	11	10	16	2	12	1	9	2	16	5	15	3	45	6	17	1	1	4	1	5	1	3	7	2	9	19	4	3	2	9	48	6	5	3	4	3	7	5	12	3	2	2	5	3	1	3	1	21	2	5	1	11	11	9	6	1	9	11	1	1	3	7	2	4	1	22	8	8	5	14	3	64	30	5	20	2	7	8	1	6	27	6	13	38	5	3	54	4	8	6	6	12	4	43	8	4	63	5	11	7	17	3	15	7	8	1	7	8	1	4	6	5	13	8	2	24	13	1	9	7	10	6	4	9	2	1	1	2	2	3	3	2	3	15	2	4	1	26	9	13	6	5	2	14	4	2	1	4	1	24	5	2	4	3	3	2	5	3	1	2	1	4	2	2	3	1	3	1	8	2	2	49	10	15	2	1	11	2	14	3	2	6	31	3	1	3	15	3	5	5	2	4	11	3	5	3	2	1	2	7	2	1	4	7	16	2	1	5	6	2	1	18	7	1	4	1	1	1	2	11	3	6	1	3	5	1	2	6	1	4	4	2	3	4	2	5	17	37	10	2	9	2	7	14	9	4	2	1	1	2	1	1	1	1	6	3	1	1	1	1	1	7	1	5	1	7	2	5	4	1	2	2	6	5	2	1	13	1	6	5	2	5	2	4	4	8	3	10	3	6	1	1	10	1	5	7	2	2	5	1	1	1	1	3	1	2	1	3	2	1	1	1	1	2	7	1	3	4	1	2	1	1	2	3	3	1	2	1	2	1	3	2	1	2	2	3	2	3	4	1	4	1	1	2	1	1	1	4	1	1	4	1	1	1	1	1	1	2	2	1	1	2	1	2	1	4	2	1	2	1	2	1	1	5	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
